Datos de Termopar tipo B. Ejemplo 1 
x-Minivoltios (mV), y-Temperatura (°C) 
9.662, 1462.0
9.673, 1463.0
9.684, 1464.0
9.696, 1465.0
9.707, 1466.0
9.719, 1467.0
9.730, 1468.0
9.742, 1469.0
9.753, 1470.0
9.765, 1471.0
9.776, 1472.0
9.788, 1473.0
9.799, 1474.0
9.811, 1475.0
9.822, 1476.0
9.834, 1477.0
9.845, 1478.0
9.857, 1479.0
9.868, 1480.0
9.880, 1481.0
9.891, 1482.0
9.903, 1483.0
9.914, 1484.0
9.926, 1485.0
9.937, 1486.0
9.949, 1487.0
9.961, 1488.0
9.972, 1489.0
9.984, 1490.0
9.995, 1491.0
10.007, 1492.0
10.018, 1493.0
10.030, 1494.0
10.041, 1495.0
10.053, 1496.0
10.064, 1497.0
10.076, 1498.0
10.088, 1499.0
10.099, 1500.0
10.111, 1501.0
10.122, 1502.0
10.134, 1503.0
10.145, 1504.0
10.157, 1505.0
10.168, 1506.0
10.180, 1507.0
10.192, 1508.0
10.203, 1509.0
10.215, 1510.0
10.226, 1511.0
10.238, 1512.0
10.249, 1513.0
10.261, 1514.0
10.273, 1515.0
10.284, 1516.0
10.296, 1517.0
10.307, 1518.0
10.319, 1519.0
10.331, 1520.0
10.342, 1521.0
10.354, 1522.0
10.365, 1523.0
10.377, 1524.0
10.389, 1525.0
10.400, 1526.0
10.412, 1527.0
10.423, 1528.0
10.435, 1529.0
10.447, 1530.0
10.458, 1531.0
10.470, 1532.0
10.482, 1533.0
10.493, 1534.0
10.505, 1535.0
10.516, 1536.0
10.528, 1537.0
10.540, 1538.0
10.551, 1539.0
10.563, 1540.0
10.575, 1541.0
10.586, 1542.0
10.598, 1543.0
10.609, 1544.0
10.621, 1545.0
10.633, 1546.0
10.644, 1547.0
10.656, 1548.0
10.668, 1549.0
10.679, 1550.0
10.691, 1551.0
10.703, 1552.0
10.714, 1553.0
10.726, 1554.0
10.738, 1555.0
10.749, 1556.0
10.761, 1557.0
10.773, 1558.0
10.784, 1559.0
10.796, 1560.0
10.808, 1561.0
10.819, 1562.0
10.831, 1563.0
10.843, 1564.0
10.854, 1565.0
10.866, 1566.0
10.877, 1567.0
10.889, 1568.0
10.901, 1569.0
10.913, 1570.0
10.924, 1571.0
10.936, 1572.0
10.948, 1573.0
10.959, 1574.0
10.971, 1575.0
10.983, 1576.0
10.994, 1577.0
11.006, 1578.0
11.018, 1579.0
11.029, 1580.0
11.041, 1581.0
11.053, 1582.0
11.064, 1583.0
11.076, 1584.0
11.088, 1585.0
11.099, 1586.0
11.111, 1587.0
11.123, 1588.0
11.134, 1589.0
11.146, 1590.0
11.158, 1591.0
11.169, 1592.0
11.181, 1593.0
11.193, 1594.0
11.205, 1595.0
11.216, 1596.0
11.228, 1597.0
11.240, 1598.0
11.251, 1599.0
11.263, 1600.0
11.275, 1601.0
11.286, 1602.0
11.298, 1603.0
11.310, 1604.0
11.321, 1605.0
11.333, 1606.0
11.345, 1607.0
11.357, 1608.0
11.368, 1609.0
11.380, 1610.0
11.392, 1611.0
11.403, 1612.0
11.415, 1613.0
11.427, 1614.0
11.438, 1615.0
11.450, 1616.0
11.462, 1617.0
11.474, 1618.0
11.485, 1619.0
11.497, 1620.0
11.509, 1621.0
11.520, 1622.0
11.532, 1623.0
11.544, 1624.0
11.555, 1625.0
11.567, 1626.0
11.579, 1627.0
11.591, 1628.0
11.602, 1629.0
11.614, 1630.0
11.626, 1631.0
11.637, 1632.0
11.649, 1633.0
11.661, 1634.0
11.673, 1635.0
11.684, 1636.0
11.696, 1637.0
11.708, 1638.0
11.719, 1639.0
11.731, 1640.0
11.743, 1641.0
11.754, 1642.0
11.766, 1643.0
11.778, 1644.0
11.790, 1645.0
11.801, 1646.0
11.813, 1647.0
11.825, 1648.0
11.836, 1649.0
11.848, 1650.0
11.860, 1651.0
11.871, 1652.0
11.883, 1653.0
11.895, 1654.0
11.907, 1655.0
11.918, 1656.0
11.930, 1657.0
11.942, 1658.0
11.953, 1659.0
11.965, 1660.0
11.977, 1661.0
11.988, 1662.0
12.000, 1663.0
12.012, 1664.0
12.024, 1665.0
12.035, 1666.0
12.047, 1667.0
12.059, 1668.0
12.070, 1669.0
12.082, 1670.0
12.094, 1671.0
12.105, 1672.0
12.117, 1673.0
12.129, 1674.0
12.141, 1675.0
12.152, 1676.0
12.164, 1677.0
12.176, 1678.0
12.187, 1679.0
12.199, 1680.0
12.211, 1681.0
12.222, 1682.0
12.234, 1683.0
12.246, 1684.0
12.257, 1685.0
12.269, 1686.0
12.281, 1687.0
12.292, 1688.0
12.304, 1689.0
12.316, 1690.0
12.327, 1691.0
12.339, 1692.0
12.351, 1693.0
12.363, 1694.0
12.374, 1695.0
12.386, 1696.0
12.398, 1697.0
12.409, 1698.0
12.421, 1699.0
12.433, 1700.0
12.444, 1701.0
12.456, 1702.0
12.468, 1703.0
12.479, 1704.0
12.491, 1705.0
12.503, 1706.0
12.514, 1707.0
12.526, 1708.0
12.538, 1709.0
12.549, 1710.0
12.561, 1711.0
12.572, 1712.0
12.584, 1713.0
12.596, 1714.0
12.607, 1715.0
12.619, 1716.0
12.631, 1717.0
12.642, 1718.0
12.654, 1719.0
12.666, 1720.0
12.677, 1721.0
12.689, 1722.0
12.701, 1723.0
12.712, 1724.0
12.724, 1725.0
12.736, 1726.0
12.747, 1727.0
12.759, 1728.0
12.770, 1729.0
12.782, 1730.0
12.794, 1731.0
12.805, 1732.0
12.817, 1733.0
12.829, 1734.0
12.840, 1735.0
12.852, 1736.0
12.863, 1737.0
12.875, 1738.0
12.887, 1739.0
12.898, 1740.0
12.910, 1741.0
12.921, 1742.0
12.933, 1743.0
12.945, 1744.0
12.956, 1745.0
12.968, 1746.0
12.980, 1747.0
12.991, 1748.0
13.003, 1749.0
13.014, 1750.0
13.026, 1751.0
13.037, 1752.0
13.049, 1753.0
13.061, 1754.0
13.072, 1755.0
13.084, 1756.0
13.095, 1757.0
13.107, 1758.0
13.119, 1759.0
13.130, 1760.0
13.142, 1761.0
13.153, 1762.0
13.165, 1763.0
13.176, 1764.0
13.188, 1765.0
13.200, 1766.0
13.211, 1767.0
13.223, 1768.0
13.234, 1769.0
13.246, 1770.0
13.257, 1771.0
13.269, 1772.0
13.280, 1773.0
13.292, 1774.0
13.304, 1775.0
13.315, 1776.0
13.327, 1777.0
13.338, 1778.0
13.350, 1779.0
13.361, 1780.0
13.373, 1781.0
13.384, 1782.0
13.396, 1783.0
13.407, 1784.0
13.419, 1785.0
13.430, 1786.0
13.442, 1787.0
13.453, 1788.0
13.465, 1789.0
13.476, 1790.0
13.488, 1791.0
13.499, 1792.0
13.511, 1793.0
13.522, 1794.0
13.534, 1795.0
13.545, 1796.0
13.557, 1797.0
13.568, 1798.0
13.580, 1799.0
13.591, 1800.0
13.603, 1801.0
13.614, 1802.0
13.626, 1803.0
13.637, 1804.0
13.649, 1805.0
13.660, 1806.0
13.672, 1807.0
13.683, 1808.0
13.694, 1809.0
13.706, 1810.0
13.717, 1811.0
13.729, 1812.0
13.740, 1813.0
13.752, 1814.0
13.763, 1815.0
13.775, 1816.0
13.786, 1817.0
13.797, 1818.0
13.809, 1819.0
