Datos de Termopar tipo C. Ejemplo 1 
x-Minivoltios (mV), y-Temperatura (°C) 
26.272, 1471.0
26.288, 1472.0
26.303, 1473.0
26.319, 1474.0
26.334, 1475.0
26.350, 1476.0
26.366, 1477.0
26.381, 1478.0
26.397, 1479.0
26.412, 1480.0
26.428, 1481.0
26.443, 1482.0
26.459, 1483.0
26.474, 1484.0
26.490, 1485.0
26.505, 1486.0
26.521, 1487.0
26.537, 1488.0
26.552, 1489.0
26.568, 1490.0
26.583, 1491.0
26.599, 1492.0
26.614, 1493.0
26.629, 1494.0
26.645, 1495.0
26.660, 1496.0
26.676, 1497.0
26.691, 1498.0
26.707, 1499.0
26.722, 1500.0
26.738, 1501.0
26.753, 1502.0
26.768, 1503.0
26.784, 1504.0
26.799, 1505.0
26.815, 1506.0
26.830, 1507.0
26.845, 1508.0
26.861, 1509.0
26.876, 1510.0
26.892, 1511.0
26.907, 1512.0
26.922, 1513.0
26.938, 1514.0
26.953, 1515.0
26.968, 1516.0
26.984, 1517.0
26.999, 1518.0
27.014, 1519.0
27.030, 1520.0
27.045, 1521.0
27.060, 1522.0
27.076, 1523.0
27.091, 1524.0
27.106, 1525.0
27.121, 1526.0
27.137, 1527.0
27.152, 1528.0
27.167, 1529.0
27.183, 1530.0
27.198, 1531.0
27.213, 1532.0
27.228, 1533.0
27.244, 1534.0
27.259, 1535.0
27.274, 1536.0
27.289, 1537.0
27.304, 1538.0
27.320, 1539.0
27.335, 1540.0
27.350, 1541.0
27.365, 1542.0
27.380, 1543.0
27.396, 1544.0
27.411, 1545.0
27.426, 1546.0
27.441, 1547.0
27.456, 1548.0
27.471, 1549.0
27.486, 1550.0
27.502, 1551.0
27.517, 1552.0
27.532, 1553.0
27.547, 1554.0
27.562, 1555.0
27.577, 1556.0
27.592, 1557.0
27.607, 1558.0
27.622, 1559.0
27.637, 1560.0
27.653, 1561.0
27.668, 1562.0
27.683, 1563.0
27.698, 1564.0
27.713, 1565.0
27.728, 1566.0
27.743, 1567.0
27.758, 1568.0
27.773, 1569.0
27.788, 1570.0
27.803, 1571.0
27.818, 1572.0
27.833, 1573.0
27.848, 1574.0
27.863, 1575.0
27.878, 1576.0
27.893, 1577.0
27.908, 1578.0
27.923, 1579.0
27.938, 1580.0
27.953, 1581.0
27.968, 1582.0
27.983, 1583.0
27.997, 1584.0
28.012, 1585.0
28.027, 1586.0
28.042, 1587.0
28.057, 1588.0
28.072, 1589.0
28.087, 1590.0
28.102, 1591.0
28.117, 1592.0
28.132, 1593.0
28.146, 1594.0
28.161, 1595.0
28.176, 1596.0
28.191, 1597.0
28.206, 1598.0
28.221, 1599.0
28.236, 1600.0
28.250, 1601.0
28.265, 1602.0
28.280, 1603.0
28.295, 1604.0
28.310, 1605.0
28.324, 1606.0
28.339, 1607.0
28.354, 1608.0
28.369, 1609.0
28.384, 1610.0
28.398, 1611.0
28.413, 1612.0
28.428, 1613.0
28.443, 1614.0
28.457, 1615.0
28.472, 1616.0
28.487, 1617.0
28.502, 1618.0
28.516, 1619.0
28.531, 1620.0
28.546, 1621.0
28.560, 1622.0
28.575, 1623.0
28.590, 1624.0
28.604, 1625.0
28.619, 1626.0
28.634, 1627.0
28.648, 1628.0
28.663, 1629.0
28.678, 1630.0
28.692, 1631.0
28.707, 1632.0
28.722, 1633.0
28.736, 1634.0
28.751, 1635.0
28.765, 1636.0
28.780, 1637.0
28.795, 1638.0
28.809, 1639.0
28.824, 1640.0
28.838, 1641.0
28.853, 1642.0
28.868, 1643.0
28.882, 1644.0
28.897, 1645.0
28.911, 1646.0
28.926, 1647.0
28.940, 1648.0
28.955, 1649.0
28.969, 1650.0
28.984, 1651.0
28.998, 1652.0
29.013, 1653.0
29.027, 1654.0
29.042, 1655.0
29.056, 1656.0
29.071, 1657.0
29.085, 1658.0
29.100, 1659.0
29.114, 1660.0
29.129, 1661.0
29.143, 1662.0
29.158, 1663.0
29.172, 1664.0
29.187, 1665.0
29.201, 1666.0
29.215, 1667.0
29.230, 1668.0
29.244, 1669.0
29.259, 1670.0
29.273, 1671.0
29.287, 1672.0
29.302, 1673.0
29.316, 1674.0
29.331, 1675.0
29.345, 1676.0
29.359, 1677.0
29.374, 1678.0
29.388, 1679.0
29.402, 1680.0
29.417, 1681.0
29.431, 1682.0
29.445, 1683.0
29.460, 1684.0
29.474, 1685.0
29.488, 1686.0
29.503, 1687.0
29.517, 1688.0
29.531, 1689.0
29.546, 1690.0
29.560, 1691.0
29.574, 1692.0
29.588, 1693.0
29.603, 1694.0
29.617, 1695.0
29.631, 1696.0
29.645, 1697.0
29.660, 1698.0
29.674, 1699.0
29.688, 1700.0
29.702, 1701.0
29.716, 1702.0
29.731, 1703.0
29.745, 1704.0
29.759, 1705.0
29.773, 1706.0
29.787, 1707.0
29.802, 1708.0
29.816, 1709.0
29.830, 1710.0
29.844, 1711.0
29.858, 1712.0
29.872, 1713.0
29.886, 1714.0
29.901, 1715.0
29.915, 1716.0
29.929, 1717.0
29.943, 1718.0
29.957, 1719.0
29.971, 1720.0
29.985, 1721.0
29.999, 1722.0
30.013, 1723.0
30.027, 1724.0
30.041, 1725.0
30.056, 1726.0
30.070, 1727.0
30.084, 1728.0
30.098, 1729.0
30.112, 1730.0
30.126, 1731.0
30.140, 1732.0
30.154, 1733.0
30.168, 1734.0
30.182, 1735.0
30.196, 1736.0
30.210, 1737.0
30.224, 1738.0
30.238, 1739.0
30.252, 1740.0
30.266, 1741.0
30.280, 1742.0
30.294, 1743.0
30.308, 1744.0
30.321, 1745.0
30.335, 1746.0
30.349, 1747.0
30.363, 1748.0
30.377, 1749.0
30.391, 1750.0
30.405, 1751.0
30.419, 1752.0
30.433, 1753.0
30.447, 1754.0
30.460, 1755.0
30.474, 1756.0
30.488, 1757.0
30.502, 1758.0
30.516, 1759.0
30.530, 1760.0
30.544, 1761.0
30.557, 1762.0
30.571, 1763.0
30.585, 1764.0
30.599, 1765.0
30.613, 1766.0
30.627, 1767.0
20.640, 1768.0
30.654, 1769.0
30.668, 1770.0
30.682, 1771.0
30.695, 1772.0
30.709, 1773.0
30.723, 1774.0
30.737, 1775.0
30.750, 1776.0
30.764, 1777.0
30.778, 1778.0
30.792, 1779.0
30.805, 1780.0
30.819, 1781.0
30.833, 1782.0
30.846, 1783.0
30.860, 1784.0
30.874, 1785.0
30.887, 1786.0
30.901, 1787.0
30.915, 1788.0
20.928, 1789.0
30.942, 1790.0
30.956, 1791.0
30.969, 1792.0
30.983, 1793.0
30.997, 1794.0
31.010, 1795.0
31.024, 1796.0
31.038, 1797.0
31.051, 1798.0
31.065, 1799.0
31.078, 1800.0
31.092, 1801.0
31.105, 1802.0
31.119, 1803.0
31.133, 1804.0
31.146, 1805.0
31.160, 1806.0
31.173, 1807.0
31.187, 1808.0
31.200, 1809.0
31.214, 1810.0
31.227, 1811.0
31.241, 1812.0
31.254, 1813.0
31.268, 1814.0
31.281, 1815.0
31.295, 1816.0
31.308, 1817.0
31.322, 1818.0
31.335, 1819.0
31.349, 1820.0
31.362, 1821.0
31.376, 1822.0
31.389, 1823.0
31.403, 1824.0
31.416, 1825.0
31.429, 1826.0
31.443, 1827.0
31.456, 1828.0
31.470, 1829.0
31.483, 1830.0
31.496, 1831.0
31.510, 1832.0
31.523, 1833.0
31.536, 1834.0
31.550, 1835.0
31.563, 1836.0
31.577, 1837.0
31.590, 1838.0
31.603, 1839.0
31.617, 1840.0
31.630, 1841.0
31.643, 1842.0
31.656, 1843.0
31.670, 1844.0
31.683, 1845.0
31.696, 1846.0
31.710, 1847.0
31.723, 1848.0
31.736, 1849.0
31.749, 1850.0
31.763, 1851.0
31.776, 1852.0
31.789, 1853.0
31.802, 1854.0
31.816, 1855.0
31.829, 1856.0
31.842, 1857.0
31.855, 1858.0
31.869, 1859.0
31.882, 1860.0
31.895, 1861.0
31.908, 1862.0
31.921, 1863.0
31.934, 1864.0
31.948, 1865.0
31.961, 1866.0
31.974, 1867.0
31.987, 1868.0
32.000, 1869.0
32.013, 1870.0
32.026, 1871.0
32.040, 1872.0
32.053, 1873.0
32.066, 1874.0
32.079, 1875.0
32.092, 1876.0
32.105, 1877.0
32.118, 1878.0
32.131, 1879.0
32.144, 1880.0
32.157, 1881.0
32.170, 1882.0
31.183, 1883.0
32.196, 1884.0
32.209, 1885.0
32.222, 1886.0
32.235, 1887.0
32.248, 1888.0
32.261, 1889.0
32.274, 1890.0
32.287, 1891.0
32.300, 1892.0
31.313, 1893.0
32.326, 1894.0
32.339, 1895.0
32.352, 1896.0
32.365, 1897.0
32.378, 1898.0
32.391, 1899.0
32.404, 1900.0
32.417, 1901.0
32.430, 1902.0
32.443, 1903.0
32.456, 1904.0
32.468, 1905.0
32.481, 1906.0
32.494, 1907.0
32.507, 1908.0
32.520, 1909.0
32.533, 1910.0
32.546, 1911.0
32.558, 1912.0
32.571, 1913.0
32.584, 1914.0
32.597, 1915.0
32.610, 1916.0
32.623, 1917.0
32.635, 1918.0
32.648, 1919.0
32.661, 1920.0
32.674, 1921.0
32.686, 1922.0
32.699, 1923.0
32.712, 1924.0
32.725, 1925.0
32.737, 1926.0
32.750, 1927.0
32.763, 1928.0
32.776, 1929.0
32.788, 1930.0
32.801, 1931.0
32.814, 1932.0
32.826, 1933.0
32.839, 1934.0
32.852, 1935.0
32.864, 1936.0
32.877, 1937.0
32.890, 1938.0
32.902, 1939.0
32.915, 1940.0
32.928, 1941.0
32.940, 1942.0
32.953, 1943.0
32.966, 1944.0
32.978, 1945.0
32.991, 1946.0
33.003, 1947.0
33.016, 1948.0
33.028, 1949.0
33.041, 1950.0
33.054, 1951.0
33.066, 1952.0
33.079, 1953.0
33.091, 1954.0
33.104, 1955.0
33.116, 1956.0
33.129, 1957.0
33.141, 1958.0
33.154, 1959.0
33.166, 1960.0
33.179, 1961.0
33.191, 1962.0
33.204, 1963.0
33.216, 1964.0
33.229, 1965.0
33.241, 1966.0
33.254, 1967.0
33.266, 1968.0
33.278, 1969.0
33.291, 1970.0
33.303, 1971.0
33.316, 1972.0
33.328, 1973.0
33.341, 1974.0
33.353, 1975.0
33.365, 1976.0
33.378, 1977.0
33.390, 1978.0
33.402, 1979.0
33.415, 1980.0
33.427, 1981.0
33.439, 1982.0
33.452, 1983.0
33.464, 1984.0
33.476, 1985.0
33.489, 1986.0
33.501, 1987.0
33.513, 1988.0
33.525, 1989.0
33.538, 1990.0
33.550, 1991.0
33.562, 1992.0
33.575, 1993.0
33.587, 1994.0
33.599, 1995.0
33.611, 1996.0
33.623, 1997.0
33.636, 1998.0
33.648, 1999.0
33.660, 2000.0
33.672, 2001.0
33.684, 2002.0
33.697, 2003.0
33.709, 2004.0
33.721, 2005.0
33.733, 2006.0
33.745, 2007.0
33.757, 2008.0
33.769, 2009.0
33.782, 2010.0
33.794, 2011.0
33.806, 2012.0
33.818, 2013.0
33.830, 2014.0
33.842, 2015.0
33.854, 2016.0
33.866, 2017.0
33.878, 2018.0
33.890, 2019.0
33.902, 2020.0
33.914, 2021.0
33.926, 2022.0
33.938, 2023.0
33.950, 2024.0
33.962, 2025.0
33.974, 2026.0
33.986, 2027.0
33.998, 2028.0
34.010, 2029.0
34.022, 2030.0
34.034, 2031.0
34.046, 2032.0
34.058, 2033.0
34.070, 2034.0
34.082, 2035.0
34.094, 2036.0
34.106, 2037.0
34.118, 2038.0
34.130, 2039.0
34.142, 2040.0
34.153, 2041.0
34.165, 2042.0
34.177, 2043.0
34.189, 2044.0
34.201, 2045.0
34.213, 2046.0
34.225, 2047.0
34.236, 2048.0
34.248, 2049.0
34.260, 2050.0
34.272, 2051.0
34.284, 2052.0
34.295, 2053.0
34.307, 2054.0
34.319, 2055.0
34.331, 2056.0
34.342, 2057.0
34.354, 2058.0
34.366, 2059.0
34.378, 2060.0
34.389, 2061.0
34.401, 2062.0
34.413, 2063.0
34.424, 2064.0
34.436, 2065.0
34.448, 2066.0
34.459, 2067.0
34.471, 2068.0
34.483, 2069.0
34.494, 2070.0
34.506, 2071.0
34.518, 2072.0
34.529, 2073.0
34.541, 2074.0
34.552, 2075.0
34.564, 2076.0
34.576, 2077.0
34.587, 2078.0
34.599, 2079.0
34.610, 2080.0
34.622, 2081.0
34.633, 2082.0
34.645, 2083.0
34.656, 2084.0
34.668, 2085.0
34.679, 2086.0
34.691, 2087.0
34.702, 2088.0
34.714, 2089.0
34.725, 2090.0
34.737, 2091.0
34.748, 2092.0
34.760, 2093.0
34.771, 2094.0
34.782, 2095.0
34.794, 2096.0
34.805, 2097.0
34.817, 2098.0
34.828, 2099.0
34.839, 2100.0
34.851, 2101.0
34.862, 2102.0
34.874, 2103.0
34.885, 2104.0
34.896, 2105.0
34.908, 2106.0
34.919, 2107.0
34.930, 2108.0
34.942, 2109.0
34.953, 2110.0
34.964, 2111.0
34.975, 2112.0
34.987, 2113.0
34.998, 2114.0
35.009, 2115.0
35.020, 2116.0
35.032, 2117.0
35.043, 2118.0
35.054, 2119.0
35.065, 2120.0
35.077, 2121.0
35.088, 2122.0
35.099, 2123.0
35.110, 2124.0
35.121, 2125.0
35.132, 2126.0
34.144, 2127.0
35.155, 2128.0
35.166, 2129.0
35.177, 2130.0
35.188, 2131.0
35.199, 2132.0
35.210, 2133.0
35.221, 2134.0
35.232, 2135.0
35.243, 2136.0
35.254, 2137.0
35.265, 2138.0
35.277, 2139.0
35.288, 2140.0
35.299, 2141.0
35.310, 2142.0
35.321, 2143.0
35.332, 2144.0
35.343, 2145.0
35.353, 2146.0
35.364, 2147.0
35.375, 2148.0
35.386, 2149.0
35.397, 2150.0
35.408, 2151.0
35.419, 2152.0
35.430, 2153.0
35.441, 2154.0
35.452, 2155.0
35.463, 2156.0
35.474, 2157.0
35.484, 2158.0
35.495, 2159.0
35.506, 2160.0
35.517, 2161.0
35.528, 2162.0
35.539, 2163.0
35.549, 2164.0
35.560, 2165.0
35.571, 2166.0
35.582, 2167.0
35.592, 2168.0
35.603, 2169.0
35.614, 2170.0
35.625, 2171.0
35.635, 2172.0
35.646, 2173.0
35.657, 2174.0
35.668, 2175.0
35.678, 2176.0
35.689, 2177.0
35.700, 2178.0
35.710, 2179.0
35.721, 2180.0
35.731, 2181.0
35.742, 2182.0
35.753, 2183.0
35.763, 2184.0
35.774, 2185.0
35.784, 2186.0
35.795, 2187.0
35.806, 2188.0
35.816, 2189.0
35.827, 2190.0
35.837, 2191.0
35.848, 2192.0
35.858, 2193.0
35.869, 2194.0
35.879, 2195.0
35.890, 2196.0
35.900, 2197.0
35.911, 2198.0
35.921, 2199.0
35.932, 2200.0
35.942, 2201.0
35.953, 2202.0
35.963, 2203.0
35.973, 2204.0
35.984, 2205.0
35.994, 2206.0
36.004, 2207.0
36.015, 2208.0
36.025, 2209.0
36.036, 2210.0
36.046, 2211.0
36.056, 2212.0
36.067, 2213.0
36.077, 2214.0
36.087, 2215.0
36.097, 2216.0
36.108, 2217.0
36.118, 2218.0
36.128, 2219.0
36.138, 2220.0
36.149, 2221.0
36.159, 2222.0
36.169, 2223.0
36.179, 2224.0
36.189, 2225.0
36.200, 2226.0
36.210, 2227.0
36.220, 2228.0
36.230, 2229.0
36.240, 2230.0
36.250, 2231.0
36.260, 2232.0
36.271, 2233.0
36.281, 2234.0
36.291, 2235.0
36.301, 2236.0
36.311, 2237.0
36.321, 2238.0
36.331, 2239.0
36.341, 2240.0
36.351, 2241.0
36.361, 2242.0
36.371, 2243.0
36.381, 2244.0
36.391, 2245.0
36.401, 2246.0
36.411, 2247.0
36.421, 2248.0
36.431, 2249.0
36.441, 2250.0
36.451, 2251.0
36.460, 2252.0
36.470, 2253.0
36.480, 2254.0
36.490, 2255.0
36.500, 2256.0
36.510, 2257.0
36.520, 2258.0
36.529, 2259.0
36.539, 2260.0
36.549, 2261.0
36.559, 2262.0
36.569, 2263.0
36.578, 2264.0
36.588, 2265.0
36.598, 2266.0
36.608, 2267.0
36.617, 2268.0
36.627, 2269.0
36.637, 2270.0
36.646, 2271.0
36.656, 2272.0
36.666, 2273.0
36.675, 2274.0
36.685, 2275.0
36.695, 2276.0
36.704, 2277.0
36.714, 2278.0
36.723, 2279.0
36.733, 2280.0
36.743, 2281.0
36.752, 2282.0
36.762, 2283.0
36.771, 2284.0
36.781, 2285.0
36.790, 2286.0
36.800, 2287.0
36.809, 2288.0
36.819, 2289.0
36.828, 2290.0
36.838, 2291.0
36.847, 2292.0
36.857, 2293.0
36.866, 2294.0
36.875, 2295.0
36.885, 2296.0
36.894, 2297.0
36.903, 2298.0
36.913, 2299.0
36.922, 2300.0
36.932, 2301.0
36.941, 2302.0
36.950, 2303.0
36.959, 2304.0
36.969, 2305.0
36.978, 2306.0
36.987, 2307.0
36.997, 2308.0
37.006, 2309.0
37.015, 2310.0
37.024, 2311.0
37.033, 2312.0
37.043, 2313.0
37.052, 2314.0
37.061, 2315.0
37.070, 2316.0
37.079, 2317.0
37.088, 2318.0
37.097, 2319.0
